Episode,Avg_Reward,Avg_Q0,Avg_J_Value,Max_Coverage,Action1_Ratio,Valid_Assign_Rate,Sat_Rate,Avg_Angle,Loss_Critic,Loss_Actor,Entropy
10,-48.2001,1.2585,0.0000,16,0.0000,0.0000,0.9785,0.0000,761.748398,-0.009421,0.691205
20,-31.6132,-0.8778,0.0000,20,0.0000,0.0000,0.9664,0.0000,640.066734,-0.004570,0.673199
30,-19.2503,-2.1682,0.0000,15,0.0000,0.0000,0.9649,0.0000,0.000000,0.000000,0.000000
40,-11.9018,-0.8189,0.0000,20,0.0000,0.0000,0.9952,0.0000,0.000000,0.000000,0.000000
