Episode,Reward,L_Actor,L_Critic,Entropy,Mode
100,17.227844809989193,0,0,0,EASY
200,13.82776849703493,0.14865029230713844,164.38238143920898,0.9981405436992645,EASY
300,12.068628149308914,0.18083002790808678,80.50141334533691,0.9993786960840225,EASY
400,12.686488689812387,0.13145798072218895,66.66560077667236,0.9934082627296448,EASY
500,13.47565757307038,0.13145798072218895,66.66560077667236,0.9934082627296448,EASY
600,14.261200968006444,0.15892232209444046,64.62785148620605,0.9923010915517807,EASY
700,13.565801600575881,0.14312975853681564,72.81974601745605,0.9924028366804123,EASY
800,13.610746096843622,0.1567324660718441,50.967166900634766,0.9972040951251984,EASY
900,13.283733108539396,0.15906933322548866,42.99412727355957,0.9984569996595383,EASY
1000,14.244875853057247,0.15906933322548866,42.99412727355957,0.9984569996595383,EASY
1100,15.511892188898171,0.15072530880570412,40.92270755767822,0.9974055141210556,EASY
1200,14.49727767643406,0.15398256108164787,41.88724422454834,0.995515450835228,EASY
1300,15.045169840122195,0.15810827910900116,34.76667404174805,0.9938942492008209,EASY
1400,15.379308450079163,0.15810827910900116,34.76667404174805,0.9938942492008209,EASY
1500,16.09516563457487,0.1355610378086567,38.45157241821289,0.9899393320083618,EASY
1600,14.650369426321058,0.16982102021574974,32.79276084899902,0.9860874116420746,EASY
1700,15.208398636826457,0.11612747050821781,32.13723373413086,0.9797856211662292,EASY
1800,14.834171231028812,0.159543689340353,19.18158483505249,0.9738611429929733,EASY
1900,15.806359803443332,0.159543689340353,19.18158483505249,0.9738611429929733,EASY
2000,13.241710769870295,0.1424722746014595,23.89772605895996,0.9668583124876022,EASY
2100,14.061248078879489,0.15250128507614136,19.4378719329834,0.9714023321866989,EASY
2200,14.031855007349389,0.14432022348046303,20.55216360092163,0.973736971616745,EASY
2300,14.794093726691388,0.14432022348046303,20.55216360092163,0.973736971616745,EASY
2400,15.432183049818052,0.13705014809966087,21.048292636871338,0.9671448320150375,EASY
2500,16.244251637423503,0.13816159591078758,16.84681463241577,0.9664814621210098,EASY
2600,15.503065234946016,0.17021937668323517,21.864646911621094,0.9779147058725357,EASY
2700,16.43896919369317,0.15294525027275085,19.76080322265625,0.9807568490505219,EASY
2800,17.2440906663009,0.15294525027275085,19.76080322265625,0.9807568490505219,EASY
2900,17.793348795846935,0.1657947488129139,16.720271587371826,0.97056645154953,EASY
3000,15.030995570816586,0.13347364217042923,15.454395532608032,0.9796463996171951,EASY
3100,14.849441243348847,0.14596129208803177,16.428905487060547,0.9913572520017624,EASY
3200,13.937286275509345,0.17244036123156548,18.751704692840576,0.9979780614376068,EASY
3300,14.408517614408927,0.17244036123156548,18.751704692840576,0.9979780614376068,EASY
3400,15.732048290084695,0.1403106153011322,17.106141567230225,0.9900965988636017,EASY
3500,14.831923976389808,0.15656611323356628,16.471402645111084,0.9823915660381317,EASY
3600,14.4068125821972,0.16017676889896393,19.3432035446167,0.9829011708498001,EASY
3700,15.276136365949501,0.16017676889896393,19.3432035446167,0.9829011708498001,EASY
3800,13.569807759756614,0.13025559857487679,22.70304584503174,0.9838046878576279,EASY
3900,14.752978286095566,0.1277537140995264,19.704261779785156,0.9826018065214157,EASY
4000,13.502357460809238,0.15358399227261543,15.75927472114563,0.9751710444688797,EASY
4100,14.748880079181392,0.15027019008994102,20.53650140762329,0.9744140654802322,EASY
4200,14.096538073927523,0.15027019008994102,20.53650140762329,0.9744140654802322,EASY
4300,14.693571748508832,0.22953591868281364,16.39741611480713,0.9724570065736771,EASY
4400,12.64659728017381,0.1531270258128643,15.91357946395874,0.9635976999998093,EASY
4500,12.594325272856747,0.12150900065898895,18.91267204284668,0.9665530323982239,EASY
4600,12.55946391988914,0.12150900065898895,18.91267204284668,0.9665530323982239,EASY
4700,10.879578031247066,0.1424548141658306,15.812071323394775,0.9647774696350098,EASY
4800,13.212865609993178,0.13155348598957062,16.43177556991577,0.9580751061439514,EASY
4900,11.967521407218783,0.16958708688616753,19.12580966949463,0.9533410966396332,EASY
5000,11.565073237427676,0.15425457432866096,14.916430234909058,0.9546193778514862,EASY
5100,12.956177635381808,0.15425457432866096,14.916430234909058,0.9546193778514862,EASY
5200,15.332041831690907,0.14850784465670586,18.12733030319214,0.9640208631753922,EASY
5300,15.031750337425137,0.1288142129778862,16.073366165161133,0.9631352722644806,EASY
5400,16.49459531420533,0.1761491484940052,17.498902320861816,0.9648742228746414,EASY
5500,16.179429453202584,0.1761491484940052,17.498902320861816,0.9648742228746414,EASY
5600,16.602110690782663,0.1811794824898243,16.43788242340088,0.9605175256729126,EASY
5700,16.215936167208376,0.1448696069419384,18.92476797103882,0.9602451324462891,EASY
5800,16.184717808369697,0.16891301795840263,16.687094688415527,0.9538819789886475,EASY
5900,15.765533239871273,0.16524126753211021,15.00365424156189,0.9517412334680557,EASY
6000,14.931061261994069,0.16524126753211021,15.00365424156189,0.9517412334680557,EASY
6100,13.93460462603771,0.13529051467776299,15.193960905075073,0.9519542902708054,EASY
6200,13.921584541488983,0.18655277788639069,19.42486000061035,0.9484477341175079,EASY
6300,13.458913094935578,0.32010510563850403,17.83947515487671,0.940752848982811,EASY
6400,14.261168207979727,0.13430429622530937,13.047762155532837,0.9318332374095917,EASY
6500,13.571905278690673,0.13430429622530937,13.047762155532837,0.9318332374095917,EASY
6600,14.695677693996334,0.17542554065585136,18.165475845336914,0.9129554033279419,EASY
6700,12.90757542996689,0.14391186460852623,15.118277788162231,0.8981951028108597,EASY
6800,11.890050350131107,0.13072485104203224,11.066500186920166,0.9188066273927689,EASY
6900,12.333162980685483,0.13072485104203224,11.066500186920166,0.9188066273927689,EASY
7000,9.820739910840384,0.2633780166506767,12.55983567237854,0.9090689122676849,EASY
7100,9.921395350558592,0.13933994248509407,14.042782068252563,0.9029974341392517,EASY
7200,10.90573487281816,0.14427337795495987,13.803770065307617,0.8898587673902512,EASY
7300,10.495364236971406,0.15962815657258034,15.82626986503601,0.8750575333833694,EASY
7400,9.284837049640538,0.15962815657258034,15.82626986503601,0.8750575333833694,EASY
7500,8.651390668617646,0.16043714061379433,14.72510814666748,0.8399735540151596,EASY
7600,9.279939553592602,0.25902753323316574,14.222278118133545,0.8351467251777649,EASY
7700,9.583505959249665,0.1576782390475273,14.769359350204468,0.8755915313959122,EASY
7800,9.845960978983264,0.1576782390475273,14.769359350204468,0.8755915313959122,EASY
7900,9.548003081539383,0.14325430616736412,14.465264797210693,0.8789860606193542,EASY
8000,8.50769996562223,0.14982383325695992,15.897911548614502,0.8509495109319687,EASY
8100,8.739299532175366,0.1523227021098137,12.67941403388977,0.8650408983230591,EASY
8200,9.107538816683222,0.14928261563181877,14.487674236297607,0.8861898481845856,EASY
8300,9.233879754596696,0.14928261563181877,14.487674236297607,0.8861898481845856,EASY
8400,8.888293249315963,0.13737399131059647,10.951748371124268,0.8675035834312439,EASY
8500,9.048309375263907,0.16508164256811142,10.758565425872803,0.8568588495254517,EASY
8600,10.505971251079869,0.14240775257349014,11.066522598266602,0.8948601931333542,EASY
8700,12.597941456028584,0.14240775257349014,11.066522598266602,0.8948601931333542,EASY
8800,12.510687568447551,0.11278071254491806,20.62101411819458,0.9042247831821442,EASY
8900,11.38516450579957,0.14332831278443336,15.23209547996521,0.8854089230298996,EASY
9000,12.031194536688337,0.14928038418293,15.598308324813843,0.8702916502952576,EASY
9100,11.421269813979363,0.20732440426945686,15.627901315689087,0.8764433860778809,EASY
9200,11.74049319800791,0.20732440426945686,15.627901315689087,0.8764433860778809,EASY
9300,14.036157644218916,0.14424532279372215,14.064652919769287,0.883665606379509,EASY
9400,14.425695032636613,0.12759694084525108,16.87325930595398,0.8825430423021317,EASY
9500,14.188687821806406,0.1425868757069111,14.91867971420288,0.8816257566213608,EASY
9600,13.057003012531181,0.2857299633324146,13.285123109817505,0.8714903295040131,EASY
9700,13.141677828626179,0.2857299633324146,13.285123109817505,0.8714903295040131,EASY
9800,14.635582382293265,0.16629613190889359,15.84303092956543,0.8715214282274246,EASY
9900,15.436413522875542,0.11683021858334541,16.785961627960205,0.8720345199108124,EASY
10000,15.378468788013645,0.196642454713583,20.358956336975098,0.8835119009017944,EASY
10100,9.525128536040489,0.196642454713583,20.358956336975098,0.8835119009017944,HARD
10200,11.125447121221013,0.37237823754549026,17.851274967193604,0.8774680197238922,HARD
10300,9.931059291891778,0.2552409917116165,15.216315507888794,0.8788798451423645,HARD
10400,10.25745484343576,0.13916035741567612,9.187938928604126,0.8769896924495697,HARD
10500,10.502449282049513,0.17398112267255783,12.422879457473755,0.883006751537323,HARD
10600,12.073087807422676,0.17398112267255783,12.422879457473755,0.883006751537323,HARD
10700,12.106535857642518,0.2449897788465023,14.890023469924927,0.8691390156745911,HARD
10800,11.901520702283937,0.14275750145316124,9.543877601623535,0.873781144618988,HARD
10900,11.223873538350412,0.11709866113960743,9.825433015823364,0.8509258776903152,HARD
11000,11.26902278860715,0.11709866113960743,9.825433015823364,0.8509258776903152,HARD
11100,12.063800733161843,0.13536555133759975,7.991994023323059,0.8521908223628998,HARD
11200,11.58248204651753,0.1315224189311266,11.188497066497803,0.8531146496534348,HARD
11300,11.02015073962236,0.11251723766326904,14.083329439163208,0.8536874204874039,HARD
11400,11.578107518015786,0.11415766179561615,10.976439714431763,0.8682411313056946,HARD
11500,11.248425464711982,0.11415766179561615,10.976439714431763,0.8682411313056946,HARD
11600,12.200109497803577,0.15139500424265862,8.703258037567139,0.8607450276613235,HARD
11700,11.024110381532513,0.14270018599927425,8.680371522903442,0.8515909314155579,HARD
11800,10.1522097667453,0.0937928818166256,8.206533908843994,0.8365825265645981,HARD
11900,11.028005844405152,0.0937928818166256,8.206533908843994,0.8365825265645981,HARD
12000,10.4945770301841,0.15216880664229393,8.968158960342407,0.8355049192905426,HARD
12100,11.342880792552073,0.09651131369173527,8.66077184677124,0.8415249884128571,HARD
12200,10.354165867422019,0.1060293149203062,9.459352731704712,0.8379382491111755,HARD
12300,12.176066864731213,0.10110517591238022,9.605704545974731,0.8048515617847443,HARD
12400,12.069484461112411,0.10110517591238022,9.605704545974731,0.8048515617847443,HARD
12500,11.849244037843325,0.0990535318851471,8.416230916976929,0.8031327575445175,HARD
12600,11.420928686866779,0.08491664193570614,8.6705002784729,0.8099579066038132,HARD
12700,13.090485523835603,0.13275030069053173,11.298856496810913,0.8015316873788834,HARD
12800,12.8090413301012,0.08664846979081631,10.721754789352417,0.8105442076921463,HARD
12900,11.512409667811797,0.08664846979081631,10.721754789352417,0.8105442076921463,HARD
13000,12.177936669630789,0.09739133343100548,7.92179012298584,0.8243145942687988,HARD
13100,13.269301343189658,0.10937505029141903,10.371016263961792,0.8089443296194077,HARD
13200,13.285770052002048,0.10440601781010628,14.461057901382446,0.8318315744400024,HARD
13300,13.03423213038403,0.10440601781010628,14.461057901382446,0.8318315744400024,HARD
13400,13.263070840569842,0.11594362743198872,11.57702088356018,0.8293019682168961,HARD
13500,13.71350022330547,0.10200130380690098,7.733409523963928,0.8301791548728943,HARD
13600,13.115970047567128,0.09113317541778088,10.429093360900879,0.8035653531551361,HARD
13700,13.157241769502766,0.10319766402244568,10.329993724822998,0.8120630383491516,HARD
13800,12.88796718888499,0.10319766402244568,10.329993724822998,0.8120630383491516,HARD
13900,12.696886557319104,0.11574618890881538,9.82052230834961,0.8117907643318176,HARD
14000,13.341100994319952,0.08013671636581421,9.693481683731079,0.7973142862319946,HARD
14100,13.837114742126506,0.09005584754049778,9.143249273300171,0.7892513126134872,HARD
14200,13.201106588400705,0.09005584754049778,9.143249273300171,0.7892513126134872,HARD
14300,12.764527349179106,0.07811194472014904,8.59174633026123,0.795166015625,HARD
14400,12.236678626826308,0.16376906633377075,9.421586275100708,0.7709120064973831,HARD
14500,12.988294727551784,0.10531077906489372,10.208268404006958,0.787373498082161,HARD
14600,12.366499921434835,0.09027832187712193,12.708070039749146,0.7708912938833237,HARD
14700,13.018617284388093,0.09027832187712193,12.708070039749146,0.7708912938833237,HARD
14800,13.141220842314887,0.06134370621293783,9.167871952056885,0.7651241719722748,HARD
14900,12.513892892054109,0.05407796800136566,9.994332551956177,0.8007717579603195,HARD
15000,12.492391520930903,0.11846362054347992,9.924640655517578,0.8032641857862473,HARD
15100,12.635602051089254,0.11846362054347992,9.924640655517578,0.8032641857862473,HARD
15200,13.045248729729165,0.058311933651566505,9.9444899559021,0.8043632507324219,HARD
15300,13.375508634759491,0.07594733405858278,8.552126169204712,0.7877588719129562,HARD
15400,12.318249939862351,0.07401005551218987,10.77627444267273,0.7906416952610016,HARD
15500,13.140315861534319,0.09528006985783577,10.438492774963379,0.8003163486719131,HARD
15600,12.058929859407712,0.09528006985783577,10.438492774963379,0.8003163486719131,HARD
15700,14.013675338469241,0.11240333691239357,10.66975712776184,0.7818963974714279,HARD
15800,13.86559671496645,0.07421206869184971,10.562952756881714,0.7935141623020172,HARD
15900,14.470752821946787,0.07397945877164602,11.921860694885254,0.7835236191749573,HARD
16000,14.010410655353631,0.05862633977085352,10.68698263168335,0.7859044075012207,HARD
16100,13.502272454012363,0.05862633977085352,10.68698263168335,0.7859044075012207,HARD
16200,14.492676353692236,0.06137398071587086,10.649381875991821,0.7884779423475266,HARD
16300,13.761183290294618,0.09809060581028461,9.197800874710083,0.7889234870672226,HARD
16400,14.095435082606503,0.09193354845046997,9.540333032608032,0.8051252961158752,HARD
16500,12.793142030214662,0.09193354845046997,9.540333032608032,0.8051252961158752,HARD
16600,13.224708521391204,0.09836216829717159,9.203973293304443,0.7661785930395126,HARD
16700,13.912729598544804,0.13166971877217293,8.218840837478638,0.7866334915161133,HARD
16800,12.484887637971807,0.14359136670827866,12.490195512771606,0.7743558585643768,HARD
16900,13.639447446915376,0.05079992115497589,9.591599941253662,0.7645879238843918,HARD
17000,12.928872406703961,0.05079992115497589,9.591599941253662,0.7645879238843918,HARD
17100,13.483549790295092,0.056159498170018196,9.605833292007446,0.7716729938983917,HARD
17200,13.21190030441125,0.05872049182653427,10.717014074325562,0.7735628932714462,HARD
17300,13.418033151744055,0.06748339626938105,8.80230450630188,0.7512321919202805,HARD
17400,13.089676037343558,0.06748339626938105,8.80230450630188,0.7512321919202805,HARD
17500,13.810090072377827,0.06653091497719288,11.370686531066895,0.7731822580099106,HARD
17600,13.385608766267074,0.06553232856094837,9.276181936264038,0.7670950144529343,HARD
17700,13.404798324020708,0.08187748678028584,9.255513906478882,0.7594173848628998,HARD
17800,13.443414416996323,0.08023184910416603,9.225837469100952,0.7455181628465652,HARD
17900,12.668130611313009,0.08023184910416603,9.225837469100952,0.7455181628465652,HARD
18000,13.383810302182,0.05900999344885349,9.766920328140259,0.7742333263158798,HARD
18100,14.496177549125832,0.047170440666377544,10.293202638626099,0.7749660015106201,HARD
18200,13.900571852280807,0.059965320862829685,11.806833505630493,0.7656810581684113,HARD
18300,13.558773683501913,0.059965320862829685,11.806833505630493,0.7656810581684113,HARD
18400,13.305787864116317,0.11162883415818214,8.986750364303589,0.779724657535553,HARD
18500,12.946339430729752,0.07655251026153564,12.708589792251587,0.783676341176033,HARD
18600,13.45942589715619,0.0642529521137476,11.863082885742188,0.7766266316175461,HARD
18700,13.142911383500252,0.05922177340835333,12.657222986221313,0.7751151472330093,HARD
18800,13.75419898188802,0.05922177340835333,12.657222986221313,0.7751151472330093,HARD
18900,13.54219571614937,0.07480905670672655,10.300113916397095,0.7711183726787567,HARD
19000,13.975232106874273,0.08426304161548615,9.884827613830566,0.7550998479127884,HARD
19100,13.648753492696152,0.0933148767799139,12.334086179733276,0.7645986676216125,HARD
19200,13.92276129996698,0.04332160949707031,8.60804557800293,0.765341266989708,HARD
19300,13.38938819381892,0.04332160949707031,8.60804557800293,0.765341266989708,HARD
